codcli,marca,colecaoId,colecao,ordem,valor
6696,MENINA ANJO,I25,Inverno 2025,1,11246
6696,MENINA ANJO,V27,Verão 2027,6,2270
6697,KIKI,V26,Verão 2026,3,4
6698,KIKI,I25,Inverno 2025,1,2846
6698,KIKI,V26,Verão 2026,3,3942
6703,KIKI,I26,Inverno 2026,4,7313
6703,KIKI,V26,Verão 2026,3,5458
6703,MENINA ANJO,I26,Inverno 2026,4,4309
6706,KIKI,V26,Verão 2026,3,13384
6707,KIKI,I26,Inverno 2026,4,18847
6707,KIKI,V26,Verão 2026,3,9490
6707,MENINA ANJO,I26,Inverno 2026,4,7882
6707,MENINA ANJO,V26,Verão 2026,3,14212
6710,KIKI,I25,Inverno 2025,1,22367
6710,MENINA ANJO,I25,Inverno 2025,1,9359
6728,KIKI,I25,Inverno 2025,1,2243
6729,KIKI,I26,Inverno 2026,4,527104
6729,KIKI,V26,Verão 2026,3,1415
6730,KIKI,I26,Inverno 2026,4,527104
6730,KIKI,V26,Verão 2026,3,1415
6731,KIKI,I26,Inverno 2026,4,1045207
6731,KIKI,V26,Verão 2026,3,1415
6731,MENINA ANJO,I26,Inverno 2026,4,8
6767,KIKI,I26,Inverno 2026,4,524101
6767,KIKI,V26,Verão 2026,3,10897
6767,VALENT,I26,Inverno 2026,4,1078500
6774,KIKI,I26,Inverno 2026,4,9477
6774,KIKI,V26,Verão 2026,3,35960
6774,MENINA ANJO,V26,Verão 2026,3,15268
6775,KIKI,I25,Inverno 2025,1,2153
6775,KIKI,V26,Verão 2026,3,2144
6775,KIKI,V27,Verão 2027,6,11367
6775,MENINA ANJO,V27,Verão 2027,6,2590
6775,VALENT,V27,Verão 2027,6,2383
6783,KIKI,V26,Verão 2026,3,21647
6783,KIKI,V27,Verão 2027,6,6
6789,KIKI,I25,Inverno 2025,1,6556
6789,KIKI,I26,Inverno 2026,4,1
6789,KIKI,V27,Verão 2027,6,1179
6798,KIKI,I25,Inverno 2025,1,66263
6798,KIKI,I26,Inverno 2026,4,39276
6798,KIKI,V26,Verão 2026,3,58862
6798,KIKI,V27,Verão 2027,6,5259219
6798,MENINA ANJO,I25,Inverno 2025,1,54734
6798,MENINA ANJO,I26,Inverno 2026,4,33
6798,MENINA ANJO,V26,Verão 2026,3,11723
6822,KIKI,I25,Inverno 2025,1,12319
6822,KIKI,V26,Verão 2026,3,25031
6822,VALENT,V26,Verão 2026,3,33985
6823,KIKI,V26,Verão 2026,3,25031
6823,VALENT,V26,Verão 2026,3,33985
6824,KIKI,I25,Inverno 2025,1,16282
6824,KIKI,V26,Verão 2026,3,33931
6824,VALENT,V26,Verão 2026,3,48806
6835,KIKI,V26,Verão 2026,3,193599
6835,MENINA ANJO,V26,Verão 2026,3,88868
6835,VALENT,V26,Verão 2026,3,39891
6849,KIKI,V26,Verão 2026,3,2113
6849,MENINA ANJO,V26,Verão 2026,3,7486
6849,VALENT,V26,Verão 2026,3,8132
6850,KIKI,I25,Inverno 2025,1,26807
6850,KIKI,I26,Inverno 2026,4,23371
6850,KIKI,V26,Verão 2026,3,32419
6850,MENINA ANJO,I25,Inverno 2025,1,17552
6850,MENINA ANJO,I26,Inverno 2026,4,5229
6850,MENINA ANJO,V26,Verão 2026,3,17514
6851,KIKI,I25,Inverno 2025,1,4032
6851,KIKI,I26,Inverno 2026,4,7553
6851,KIKI,V26,Verão 2026,3,10343
6856,KIKI,V26,Verão 2026,3,55540
6856,MENINA ANJO,V26,Verão 2026,3,37851
6856,VALENT,V26,Verão 2026,3,27260
6859,KIKI,I26,Inverno 2026,4,8264
6864,KIKI,I25,Inverno 2025,1,8342
6864,MENINA ANJO,I25,Inverno 2025,1,9466
6890,KIKI,V26,Verão 2026,3,8
6897,KIKI,I25,Inverno 2025,1,3
6897,KIKI,I26,Inverno 2026,4,519466
6897,KIKI,T26,Tropical 2026,5,1793
6897,KIKI,V26,Verão 2026,3,29284
6897,MENINA ANJO,I26,Inverno 2026,4,562232
6897,MENINA ANJO,V26,Verão 2026,3,21541
6897,VALENT,I26,Inverno 2026,4,592098
6897,VALENT,T26,Tropical 2026,5,5692
6897,VALENT,V26,Verão 2026,3,12177
6933,KIKI,V26,Verão 2026,3,35873
6946,KIKI,I25,Inverno 2025,1,8370
6949,KIKI,I25,Inverno 2025,1,2909
6949,KIKI,I26,Inverno 2026,4,15811
6949,KIKI,V26,Verão 2026,3,7668
6949,KIKI,V27,Verão 2027,6,730400
6949,MENINA ANJO,I25,Inverno 2025,1,734
6949,MENINA ANJO,I26,Inverno 2026,4,14961
6966,KIKI,I25,Inverno 2025,1,37062
6966,KIKI,V26,Verão 2026,3,30944
6966,MENINA ANJO,I25,Inverno 2025,1,7612
6966,MENINA ANJO,V26,Verão 2026,3,5391
6974,KIKI,I25,Inverno 2025,1,23351
6974,KIKI,I26,Inverno 2026,4,101446
6974,KIKI,V26,Verão 2026,3,4255
6974,KIKI,V27,Verão 2027,6,1805849
6974,MENINA ANJO,I25,Inverno 2025,1,4256
6974,MENINA ANJO,I26,Inverno 2026,4,6641
6974,MENINA ANJO,V26,Verão 2026,3,7
6986,KIKI,T25,Tropical 2025,2,3
6986,KIKI,V26,Verão 2026,3,176923
6986,MENINA ANJO,I25,Inverno 2025,1,4
6986,MENINA ANJO,V26,Verão 2026,3,64325
6986,VALENT,V26,Verão 2026,3,22068
6997,KIKI,V26,Verão 2026,3,31723
6997,MENINA ANJO,V26,Verão 2026,3,28851
6997,VALENT,V26,Verão 2026,3,19847
7014,KIKI,I26,Inverno 2026,4,532522
7014,KIKI,V27,Verão 2027,6,155621
7014,MENINA ANJO,I26,Inverno 2026,4,3094
7014,MENINA ANJO,V27,Verão 2027,6,399792
7014,VALENT,I26,Inverno 2026,4,725377
7014,VALENT,V27,Verão 2027,6,4496
7017,KIKI,I25,Inverno 2025,1,13601
7017,KIKI,V26,Verão 2026,3,10451
7017,MENINA ANJO,I25,Inverno 2025,1,9416
7017,MENINA ANJO,V26,Verão 2026,3,8878
7022,KIKI,I25,Inverno 2025,1,14278
7022,KIKI,I26,Inverno 2026,4,400756
7022,KIKI,V26,Verão 2026,3,39106
7022,KIKI,V27,Verão 2027,6,14559
7022,MENINA ANJO,I25,Inverno 2025,1,1016
7022,MENINA ANJO,I26,Inverno 2026,4,10724
7022,MENINA ANJO,V26,Verão 2026,3,12886
7022,VALENT,I26,Inverno 2026,4,7
7022,VALENT,V26,Verão 2026,3,9147
7022,VALENT,V27,Verão 2027,6,1379
7100,KIKI,I25,Inverno 2025,1,11085
7133,KIKI,I25,Inverno 2025,1,30621
7133,KIKI,I26,Inverno 2026,4,29128
7133,KIKI,V26,Verão 2026,3,21819
7133,KIKI,V27,Verão 2027,6,7
7133,MENINA ANJO,I25,Inverno 2025,1,6309
7133,MENINA ANJO,I26,Inverno 2026,4,21038
7191,KIKI,I25,Inverno 2025,1,11809
7191,KIKI,V26,Verão 2026,3,143820
7191,MENINA ANJO,I25,Inverno 2025,1,2554
7191,VALENT,I26,Inverno 2026,4,155600
7192,KIKI,I25,Inverno 2025,1,10249
7192,KIKI,V26,Verão 2026,3,8
7192,MENINA ANJO,I25,Inverno 2025,1,3645
7194,KIKI,V26,Verão 2026,3,7706
7206,KIKI,I26,Inverno 2026,4,524783
7206,KIKI,V26,Verão 2026,3,3649
7207,KIKI,I25,Inverno 2025,1,22205
7207,KIKI,V26,Verão 2026,3,513282
7207,MENINA ANJO,I25,Inverno 2025,1,1923
7207,VALENT,V26,Verão 2026,3,3
7210,KIKI,I25,Inverno 2025,1,57907
7210,KIKI,I26,Inverno 2026,4,11
7210,KIKI,V26,Verão 2026,3,73718
7228,KIKI,I25,Inverno 2025,1,5
7228,KIKI,V26,Verão 2026,3,513289
7228,MENINA ANJO,V26,Verão 2026,3,4
7240,KIKI,I25,Inverno 2025,1,66737
7240,KIKI,I26,Inverno 2026,4,86842
7240,KIKI,T25,Tropical 2025,2,9820
7240,KIKI,V26,Verão 2026,3,76089
7240,MENINA ANJO,I25,Inverno 2025,1,39088
7240,MENINA ANJO,I26,Inverno 2026,4,33428
7240,MENINA ANJO,V26,Verão 2026,3,26767
7240,MENINA ANJO,V27,Verão 2027,6,11264
7258,KIKI,I25,Inverno 2025,1,18923
7258,MENINA ANJO,I25,Inverno 2025,1,3146
7278,KIKI,V26,Verão 2026,3,85272
7282,KIKI,I25,Inverno 2025,1,6778
7282,KIKI,I26,Inverno 2026,4,11640
7282,KIKI,T25,Tropical 2025,2,2153
7282,KIKI,V26,Verão 2026,3,1357
7282,MENINA ANJO,I26,Inverno 2026,4,14152
7282,VALENT,I26,Inverno 2026,4,566246
7282,VALENT,V26,Verão 2026,3,7989
7285,KIKI,I26,Inverno 2026,4,7
7285,KIKI,V27,Verão 2027,6,5
7285,MENINA ANJO,V27,Verão 2027,6,5
7287,KIKI,I25,Inverno 2025,1,8557
7288,KIKI,I25,Inverno 2025,1,8557
7300,KIKI,I25,Inverno 2025,1,11106
7300,KIKI,I26,Inverno 2026,4,4009
7300,KIKI,V26,Verão 2026,3,9286
7300,KIKI,V27,Verão 2027,6,19283
7300,MENINA ANJO,I25,Inverno 2025,1,9878
7300,MENINA ANJO,I26,Inverno 2026,4,6064
7300,MENINA ANJO,V27,Verão 2027,6,515400
7300,VALENT,V26,Verão 2026,3,4084
7300,VALENT,V27,Verão 2027,6,12800
7319,KIKI,I25,Inverno 2025,1,2708
7319,MENINA ANJO,I25,Inverno 2025,1,2060
7343,KIKI,V26,Verão 2026,3,16116
7343,VALENT,V26,Verão 2026,3,20312
7367,KIKI,I25,Inverno 2025,1,29668
7367,KIKI,I26,Inverno 2026,4,8
7367,MENINA ANJO,I25,Inverno 2025,1,2939
7373,KIKI,I25,Inverno 2025,1,11621
7373,KIKI,I26,Inverno 2026,4,23974
7373,KIKI,V26,Verão 2026,3,12442
7373,MENINA ANJO,V26,Verão 2026,3,6851
7380,KIKI,I25,Inverno 2025,1,13564
7380,KIKI,I26,Inverno 2026,4,3125
7380,KIKI,V26,Verão 2026,3,5483
7386,KIKI,I25,Inverno 2025,1,5
7386,KIKI,V26,Verão 2026,3,61479
7386,VALENT,V26,Verão 2026,3,6717
7387,KIKI,I26,Inverno 2026,4,5841
7387,KIKI,V26,Verão 2026,3,12413
7387,MENINA ANJO,I26,Inverno 2026,4,2891
7387,MENINA ANJO,V26,Verão 2026,3,4928
7387,VALENT,I26,Inverno 2026,4,561600
7396,KIKI,I25,Inverno 2025,1,66887
7396,KIKI,I26,Inverno 2026,4,417184
7396,KIKI,V26,Verão 2026,3,17350
7396,KIKI,V27,Verão 2027,6,561135
7396,MENINA ANJO,I25,Inverno 2025,1,11438
7396,MENINA ANJO,I26,Inverno 2026,4,14135
7396,MENINA ANJO,V26,Verão 2026,3,19231
7396,MENINA ANJO,V27,Verão 2027,6,2684
7396,VALENT,I26,Inverno 2026,4,3485
7400,KIKI,V26,Verão 2026,3,33573
7400,MENINA ANJO,V26,Verão 2026,3,30789
7400,VALENT,V26,Verão 2026,3,487989
7412,KIKI,I26,Inverno 2026,4,5769
7412,KIKI,V26,Verão 2026,3,6298
7412,KIKI,V27,Verão 2027,6,11599
7412,MENINA ANJO,I26,Inverno 2026,4,10
7412,VALENT,I26,Inverno 2026,4,2914
7412,VALENT,V27,Verão 2027,6,4961
7430,KIKI,I25,Inverno 2025,1,19205
7430,MENINA ANJO,I25,Inverno 2025,1,13662
7439,KIKI,I25,Inverno 2025,1,6367
7439,KIKI,I26,Inverno 2026,4,4
7439,KIKI,V26,Verão 2026,3,532165
7448,KIKI,I26,Inverno 2026,4,5
7448,KIKI,V26,Verão 2026,3,5
7448,MENINA ANJO,I26,Inverno 2026,4,520960
7460,KIKI,V26,Verão 2026,3,8611
7460,KIKI,V27,Verão 2027,6,2096
7471,KIKI,V26,Verão 2026,3,2227
7471,MENINA ANJO,I25,Inverno 2025,1,8
7471,MENINA ANJO,V26,Verão 2026,3,6662
7473,KIKI,V26,Verão 2026,3,80476
7473,MENINA ANJO,V26,Verão 2026,3,48984
7473,VALENT,V26,Verão 2026,3,32136
7474,KIKI,I25,Inverno 2025,1,12806
7474,KIKI,I26,Inverno 2026,4,24167
7474,KIKI,V26,Verão 2026,3,16335
7474,KIKI,V27,Verão 2027,6,4239
7474,MENINA ANJO,I26,Inverno 2026,4,11012
7474,MENINA ANJO,V26,Verão 2026,3,2567
7474,MENINA ANJO,V27,Verão 2027,6,1321
7474,VALENT,V27,Verão 2027,6,1330
7476,KIKI,V26,Verão 2026,3,4388
7485,KIKI,I26,Inverno 2026,4,4094
7485,KIKI,V26,Verão 2026,3,7974
7485,MENINA ANJO,I26,Inverno 2026,4,10832
7485,MENINA ANJO,V26,Verão 2026,3,2675
7496,KIKI,V27,Verão 2027,6,11126
7496,MENINA ANJO,V27,Verão 2027,6,2270
7496,VALENT,V27,Verão 2027,6,2709
7501,KIKI,I26,Inverno 2026,4,4
7501,VALENT,I26,Inverno 2026,4,284481
7502,KIKI,I25,Inverno 2025,1,10240
7502,KIKI,I26,Inverno 2026,4,531501
7502,KIKI,V26,Verão 2026,3,12560
7502,MENINA ANJO,I25,Inverno 2025,1,14420
7502,MENINA ANJO,I26,Inverno 2026,4,15183
7502,MENINA ANJO,V26,Verão 2026,3,2945
7520,KIKI,I26,Inverno 2026,4,437130
7527,KIKI,I25,Inverno 2025,1,2
7539,KIKI,I25,Inverno 2025,1,11659
7539,KIKI,I26,Inverno 2026,4,6
7539,KIKI,V26,Verão 2026,3,1045442
7539,KIKI,V27,Verão 2027,6,1103683
7539,MENINA ANJO,I25,Inverno 2025,1,2588
7539,MENINA ANJO,I26,Inverno 2026,4,130240
7543,KIKI,I25,Inverno 2025,1,3598
7543,KIKI,I26,Inverno 2026,4,528833
7543,KIKI,T25,Tropical 2025,2,5
7543,KIKI,V26,Verão 2026,3,8710
7543,MENINA ANJO,I25,Inverno 2025,1,53
7543,MENINA ANJO,I26,Inverno 2026,4,15
7548,KIKI,I25,Inverno 2025,1,6
7548,KIKI,V26,Verão 2026,3,10353
7574,KIKI,I26,Inverno 2026,4,266524
7574,KIKI,V26,Verão 2026,3,5844
7574,KIKI,V27,Verão 2027,6,13118
7574,MENINA ANJO,I26,Inverno 2026,4,949
7574,MENINA ANJO,V26,Verão 2026,3,982
7574,MENINA ANJO,V27,Verão 2027,6,2028
7574,VALENT,I26,Inverno 2026,4,3052
7574,VALENT,V27,Verão 2027,6,8936
7575,KIKI,I25,Inverno 2025,1,14
7575,KIKI,V26,Verão 2026,3,31
7575,KIKI,V27,Verão 2027,6,12412
7575,MENINA ANJO,I25,Inverno 2025,1,32
7575,VALENT,V26,Verão 2026,3,13
7575,VALENT,V27,Verão 2027,6,12
7597,KIKI,I26,Inverno 2026,4,14272
7597,KIKI,T26,Tropical 2026,5,1906
7597,KIKI,V27,Verão 2027,6,33404
7597,MENINA ANJO,V27,Verão 2027,6,415145
7597,VALENT,I26,Inverno 2026,4,5944
7597,VALENT,V27,Verão 2027,6,5474
7607,KIKI,I26,Inverno 2026,4,11196
7607,KIKI,V26,Verão 2026,3,8451
7607,MENINA ANJO,I26,Inverno 2026,4,6480
7607,MENINA ANJO,V26,Verão 2026,3,4118
7607,VALENT,V26,Verão 2026,3,3514
7619,KIKI,I26,Inverno 2026,4,1501
7619,KIKI,V26,Verão 2026,3,8228
7619,MENINA ANJO,I25,Inverno 2025,1,3
7619,MENINA ANJO,V26,Verão 2026,3,2536
7630,KIKI,I25,Inverno 2025,1,9624
7692,KIKI,I25,Inverno 2025,1,23230
7692,MENINA ANJO,I25,Inverno 2025,1,5051
7714,KIKI,I25,Inverno 2025,1,18504
7714,KIKI,V26,Verão 2026,3,4
7714,KIKI,V27,Verão 2027,6,271360
7714,MENINA ANJO,I25,Inverno 2025,1,8568
7732,KIKI,V26,Verão 2026,3,6148
7732,MENINA ANJO,V26,Verão 2026,3,1888
7732,VALENT,V26,Verão 2026,3,370363
7753,KIKI,I25,Inverno 2025,1,21261
7753,KIKI,V26,Verão 2026,3,55150
7753,MENINA ANJO,I25,Inverno 2025,1,3047
7753,MENINA ANJO,V26,Verão 2026,3,4162
7753,VALENT,V26,Verão 2026,3,38783
7766,KIKI,V26,Verão 2026,3,5
7766,VALENT,V26,Verão 2026,3,3
7769,VALENT,V26,Verão 2026,3,3
7773,KIKI,I25,Inverno 2025,1,16294
7773,KIKI,I26,Inverno 2026,4,527325
7773,KIKI,V26,Verão 2026,3,31879
7773,MENINA ANJO,I26,Inverno 2026,4,10
7773,MENINA ANJO,V27,Verão 2027,6,5374
7773,VALENT,V27,Verão 2027,6,1955
7776,KIKI,I25,Inverno 2025,1,20877
7776,MENINA ANJO,I25,Inverno 2025,1,10693
7806,KIKI,I25,Inverno 2025,1,4982
7806,KIKI,I26,Inverno 2026,4,3
7806,KIKI,V26,Verão 2026,3,287640
7806,KIKI,V27,Verão 2027,6,584492
7806,MENINA ANJO,I25,Inverno 2025,1,3064
7806,VALENT,I26,Inverno 2026,4,599040
7806,VALENT,V26,Verão 2026,3,290700
7813,KIKI,I25,Inverno 2025,1,4462
7813,KIKI,V26,Verão 2026,3,7
7813,MENINA ANJO,I25,Inverno 2025,1,3840
7813,VALENT,V26,Verão 2026,3,3
7856,KIKI,V26,Verão 2026,3,3609
7858,KIKI,V26,Verão 2026,3,3609
7864,KIKI,V26,Verão 2026,3,3609
7865,KIKI,V26,Verão 2026,3,3609
7867,KIKI,I25,Inverno 2025,1,12753
7867,KIKI,T25,Tropical 2025,2,1775
7874,KIKI,I25,Inverno 2025,1,3336
7874,KIKI,V26,Verão 2026,3,133040
7874,MENINA ANJO,I25,Inverno 2025,1,5278
7874,MENINA ANJO,V26,Verão 2026,3,2
7874,VALENT,V26,Verão 2026,3,1
7879,KIKI,V26,Verão 2026,3,48885
7879,VALENT,V26,Verão 2026,3,3708
7882,KIKI,V26,Verão 2026,3,384960
7886,KIKI,V26,Verão 2026,3,82722
7886,KIKI,V27,Verão 2027,6,1437180
7893,KIKI,I25,Inverno 2025,1,15
7893,KIKI,V26,Verão 2026,3,9
7893,MENINA ANJO,I25,Inverno 2025,1,3
7897,KIKI,I26,Inverno 2026,4,2650
7897,KIKI,V26,Verão 2026,3,5321
7897,MENINA ANJO,I26,Inverno 2026,4,5018
7897,VALENT,I26,Inverno 2026,4,423013
7908,KIKI,I25,Inverno 2025,1,31186
7908,KIKI,I26,Inverno 2026,4,22019
7908,KIKI,T25,Tropical 2025,2,5189
7908,KIKI,V26,Verão 2026,3,2446047
7908,MENINA ANJO,I25,Inverno 2025,1,3851
7908,MENINA ANJO,I26,Inverno 2026,4,2891
7908,MENINA ANJO,T25,Tropical 2025,2,7512
7908,MENINA ANJO,V26,Verão 2026,3,238129
7908,VALENT,I26,Inverno 2026,4,516900
7922,KIKI,V26,Verão 2026,3,2
7932,KIKI,I25,Inverno 2025,1,6888
7932,KIKI,I26,Inverno 2026,4,3
7932,MENINA ANJO,I25,Inverno 2025,1,5272
7940,KIKI,I26,Inverno 2026,4,11783
7940,KIKI,V26,Verão 2026,3,12781
7945,KIKI,V26,Verão 2026,3,5
7945,VALENT,V26,Verão 2026,3,3
7947,KIKI,I25,Inverno 2025,1,20426
7949,KIKI,I26,Inverno 2026,4,7
7949,KIKI,V26,Verão 2026,3,7488
7950,KIKI,I25,Inverno 2025,1,4356
7950,KIKI,T25,Tropical 2025,2,4
7950,KIKI,V26,Verão 2026,3,21
7950,MENINA ANJO,I25,Inverno 2025,1,1843
7955,KIKI,V26,Verão 2026,3,2
7970,KIKI,I25,Inverno 2025,1,2068
7971,KIKI,I25,Inverno 2025,1,10079
7971,KIKI,I26,Inverno 2026,4,23130
7971,KIKI,T25,Tropical 2025,2,5
7971,KIKI,V26,Verão 2026,3,7789
7971,MENINA ANJO,V26,Verão 2026,3,7166
7972,KIKI,I25,Inverno 2025,1,10079
7972,KIKI,I26,Inverno 2026,4,23130
7972,KIKI,T25,Tropical 2025,2,5
7972,KIKI,V26,Verão 2026,3,7789
7972,MENINA ANJO,V26,Verão 2026,3,7166
7973,KIKI,I25,Inverno 2025,1,10079
7973,KIKI,I26,Inverno 2026,4,23130
7973,KIKI,T25,Tropical 2025,2,5
7973,KIKI,V26,Verão 2026,3,7789
7973,MENINA ANJO,V26,Verão 2026,3,7166
7981,KIKI,I25,Inverno 2025,1,6497
7983,KIKI,I25,Inverno 2025,1,2
7983,KIKI,V27,Verão 2027,6,297360
7983,MENINA ANJO,I25,Inverno 2025,1,131900
7983,VALENT,V27,Verão 2027,6,141680
7984,KIKI,I26,Inverno 2026,4,2
7984,KIKI,V26,Verão 2026,3,2
7984,VALENT,V26,Verão 2026,3,3
7993,KIKI,I25,Inverno 2025,1,2284
8026,KIKI,I25,Inverno 2025,1,2600
8026,KIKI,I26,Inverno 2026,4,2563
8026,KIKI,T25,Tropical 2025,2,2428
8026,KIKI,V26,Verão 2026,3,13568
8026,KIKI,V27,Verão 2027,6,10321
8026,MENINA ANJO,I25,Inverno 2025,1,1663
8026,MENINA ANJO,T26,Tropical 2026,5,2077
8026,VALENT,V26,Verão 2026,3,2984
8026,VALENT,V27,Verão 2027,6,5035
8027,KIKI,I25,Inverno 2025,1,9695
8027,MENINA ANJO,I25,Inverno 2025,1,2741
8037,KIKI,I25,Inverno 2025,1,23001
8037,KIKI,V26,Verão 2026,3,2
8037,MENINA ANJO,I25,Inverno 2025,1,19166
8038,KIKI,V26,Verão 2026,3,21899
8038,MENINA ANJO,V26,Verão 2026,3,13007
8067,KIKI,I25,Inverno 2025,1,13590
8073,KIKI,I25,Inverno 2025,1,131288
8073,KIKI,T25,Tropical 2025,2,41104
8073,KIKI,V26,Verão 2026,3,243248
8073,MENINA ANJO,I25,Inverno 2025,1,59172
8073,MENINA ANJO,T25,Tropical 2025,2,10038
8073,MENINA ANJO,V26,Verão 2026,3,83192
8095,KIKI,I25,Inverno 2025,1,26167
8095,KIKI,V26,Verão 2026,3,4
8095,MENINA ANJO,I25,Inverno 2025,1,42547
8095,MENINA ANJO,V26,Verão 2026,3,7
8100,KIKI,T25,Tropical 2025,2,6
8100,KIKI,V26,Verão 2026,3,98290
8100,VALENT,V26,Verão 2026,3,68700
8101,KIKI,V26,Verão 2026,3,165929
8101,KIKI,V27,Verão 2027,6,674297
8102,KIKI,I25,Inverno 2025,1,3814
8102,KIKI,I26,Inverno 2026,4,80444
8102,KIKI,V26,Verão 2026,3,15873
8102,KIKI,V27,Verão 2027,6,567983
8102,MENINA ANJO,I25,Inverno 2025,1,24
8102,MENINA ANJO,V26,Verão 2026,3,6428
8102,MENINA ANJO,V27,Verão 2027,6,7
8102,VALENT,I26,Inverno 2026,4,6
8102,VALENT,V26,Verão 2026,3,19973
8102,VALENT,V27,Verão 2027,6,10436
8119,KIKI,I26,Inverno 2026,4,6538
8120,KIKI,I25,Inverno 2025,1,19735
8120,KIKI,I26,Inverno 2026,4,13354
8120,KIKI,V26,Verão 2026,3,14207
8124,KIKI,I25,Inverno 2025,1,2315
8124,KIKI,V26,Verão 2026,3,5474
8127,KIKI,I25,Inverno 2025,1,2468
8127,KIKI,I26,Inverno 2026,4,7319
8127,KIKI,V26,Verão 2026,3,14614
8127,MENINA ANJO,I26,Inverno 2026,4,9
8128,KIKI,V26,Verão 2026,3,13442
8128,MENINA ANJO,V26,Verão 2026,3,5749
8132,KIKI,I25,Inverno 2025,1,9
8132,KIKI,I26,Inverno 2026,4,7
8132,KIKI,V26,Verão 2026,3,384962
8150,KIKI,V26,Verão 2026,3,53065
8150,MENINA ANJO,V26,Verão 2026,3,18125
8150,VALENT,V26,Verão 2026,3,17453
8157,KIKI,I25,Inverno 2025,1,3339
8162,KIKI,I26,Inverno 2026,4,31388
8165,KIKI,I25,Inverno 2025,1,22072
8165,KIKI,I26,Inverno 2026,4,5148
8165,KIKI,V26,Verão 2026,3,37710
8165,KIKI,V27,Verão 2027,6,2036
8166,KIKI,I25,Inverno 2025,1,7996
8166,KIKI,I26,Inverno 2026,4,5148
8166,KIKI,V26,Verão 2026,3,25802
8166,KIKI,V27,Verão 2027,6,2036
8167,KIKI,I25,Inverno 2025,1,8365
8167,KIKI,I26,Inverno 2026,4,5148
8167,KIKI,V26,Verão 2026,3,25802
8167,KIKI,V27,Verão 2027,6,2036
8171,KIKI,I25,Inverno 2025,1,4
8171,KIKI,I26,Inverno 2026,4,3
8171,KIKI,V26,Verão 2026,3,399122
8171,KIKI,V27,Verão 2027,6,259360
8171,VALENT,I26,Inverno 2026,4,4
8179,KIKI,I25,Inverno 2025,1,4936
8179,MENINA ANJO,I26,Inverno 2026,4,260480
8208,KIKI,I25,Inverno 2025,1,1410
8208,MENINA ANJO,I25,Inverno 2025,1,7227
8240,KIKI,I26,Inverno 2026,4,6383
8240,KIKI,V26,Verão 2026,3,11284
8240,KIKI,V27,Verão 2027,6,261300
8240,MENINA ANJO,I26,Inverno 2026,4,2990
8240,MENINA ANJO,V26,Verão 2026,3,2536
8240,MENINA ANJO,V27,Verão 2027,6,4890
8240,VALENT,I26,Inverno 2026,4,4042
8240,VALENT,V27,Verão 2027,6,6613
8272,KIKI,V27,Verão 2027,6,3618
8272,MENINA ANJO,I26,Inverno 2026,4,5004
8272,MENINA ANJO,V27,Verão 2027,6,2774
8295,KIKI,I25,Inverno 2025,1,40175
8295,KIKI,T25,Tropical 2025,2,3
8295,KIKI,V26,Verão 2026,3,101973
8295,MENINA ANJO,I25,Inverno 2025,1,10
8295,VALENT,V26,Verão 2026,3,10048
8297,KIKI,I25,Inverno 2025,1,10043
8297,KIKI,I26,Inverno 2026,4,16897
8297,KIKI,V26,Verão 2026,3,19499
8297,MENINA ANJO,I25,Inverno 2025,1,2707
8297,MENINA ANJO,V26,Verão 2026,3,5162
8305,KIKI,V26,Verão 2026,3,2
8305,VALENT,V26,Verão 2026,3,3
8306,KIKI,V26,Verão 2026,3,2
8306,VALENT,V26,Verão 2026,3,3
8386,KIKI,I25,Inverno 2025,1,10812
8386,MENINA ANJO,I25,Inverno 2025,1,2751
8389,KIKI,I25,Inverno 2025,1,12199
8389,KIKI,V26,Verão 2026,3,33924
8389,VALENT,V26,Verão 2026,3,48799
8399,KIKI,I25,Inverno 2025,1,4439
8399,KIKI,V26,Verão 2026,3,2108
8399,KIKI,V27,Verão 2027,6,1061446
8399,MENINA ANJO,I25,Inverno 2025,1,17323
8399,MENINA ANJO,I26,Inverno 2026,4,8440
8399,VALENT,V26,Verão 2026,3,2158
8421,KIKI,I25,Inverno 2025,1,8274
8421,KIKI,V27,Verão 2027,6,372483
8426,KIKI,V26,Verão 2026,3,4185
8426,MENINA ANJO,V26,Verão 2026,3,6406
8444,KIKI,I25,Inverno 2025,1,4198
8444,KIKI,I26,Inverno 2026,4,8062
8444,KIKI,T25,Tropical 2025,2,7173
8444,KIKI,V26,Verão 2026,3,49516
8444,MENINA ANJO,I25,Inverno 2025,1,1004
8444,MENINA ANJO,I26,Inverno 2026,4,2891
8444,MENINA ANJO,T25,Tropical 2025,2,1610
8444,MENINA ANJO,V26,Verão 2026,3,2406
8459,KIKI,I25,Inverno 2025,1,13800
8460,KIKI,I25,Inverno 2025,1,681
8460,KIKI,I26,Inverno 2026,4,3
8460,MENINA ANJO,I25,Inverno 2025,1,548
8460,VALENT,I26,Inverno 2026,4,2
8460,VALENT,V26,Verão 2026,3,145600
8461,KIKI,I25,Inverno 2025,1,1544
8461,KIKI,I26,Inverno 2026,4,2
8461,MENINA ANJO,I25,Inverno 2025,1,6963
8461,VALENT,I26,Inverno 2026,4,130960
8466,KIKI,I25,Inverno 2025,1,25384
8466,KIKI,I26,Inverno 2026,4,2176
8466,KIKI,V26,Verão 2026,3,2329
8466,KIKI,V27,Verão 2027,6,1050712
