codcli,marca,colecaoId,colecao,ordem,valor
14630,KIKI,V26,Verão 2026,3,33642
14639,KIKI,V26,Verão 2026,3,14526
14639,MENINA ANJO,V26,Verão 2026,3,3593
14641,KIKI,I26,Inverno 2026,4,2176
14643,KIKI,V27,Verão 2027,6,1037440
14644,KIKI,I25,Inverno 2025,1,8469
14644,KIKI,I26,Inverno 2026,4,13788
14644,KIKI,T25,Tropical 2025,2,7726
14644,KIKI,T26,Tropical 2026,5,3830
14644,KIKI,V26,Verão 2026,3,24617
14644,KIKI,V27,Verão 2027,6,39376
14644,MENINA ANJO,I26,Inverno 2026,4,3211
14644,MENINA ANJO,T25,Tropical 2025,2,2473
14644,MENINA ANJO,V26,Verão 2026,3,10476
14644,VALENT,I26,Inverno 2026,4,1078500
14644,VALENT,V26,Verão 2026,3,4288
14644,VALENT,V27,Verão 2027,6,37400
14649,KIKI,V26,Verão 2026,3,3561
14649,MENINA ANJO,V26,Verão 2026,3,5917
14649,VALENT,V26,Verão 2026,3,6480
14680,KIKI,V26,Verão 2026,3,16890
14680,KIKI,V27,Verão 2027,6,28864
14692,KIKI,I25,Inverno 2025,1,40403
14692,KIKI,I26,Inverno 2026,4,1820
14692,KIKI,V26,Verão 2026,3,6278
14692,KIKI,V27,Verão 2027,6,2333
14692,MENINA ANJO,I25,Inverno 2025,1,17636
14692,MENINA ANJO,V27,Verão 2027,6,269696
14704,KIKI,V26,Verão 2026,3,3542
14706,KIKI,I26,Inverno 2026,4,9723
14706,KIKI,T26,Tropical 2026,5,7164
14706,VALENT,T26,Tropical 2026,5,7346
14707,KIKI,V26,Verão 2026,3,14632
14707,MENINA ANJO,V26,Verão 2026,3,7486
14714,KIKI,I25,Inverno 2025,1,20014
14714,KIKI,V26,Verão 2026,3,17126
14714,MENINA ANJO,V26,Verão 2026,3,4111
14719,KIKI,I25,Inverno 2025,1,7910
14719,KIKI,V26,Verão 2026,3,513285
14719,MENINA ANJO,I25,Inverno 2025,1,2996
14730,KIKI,I26,Inverno 2026,4,5
14730,KIKI,V26,Verão 2026,3,5
14732,KIKI,V26,Verão 2026,3,32448
14732,MENINA ANJO,V26,Verão 2026,3,41772
14732,VALENT,V26,Verão 2026,3,13718
14737,KIKI,I25,Inverno 2025,1,33885
14737,KIKI,I26,Inverno 2026,4,9
14737,KIKI,V26,Verão 2026,3,532160
14737,KIKI,V27,Verão 2027,6,518720
14737,MENINA ANJO,I25,Inverno 2025,1,15422
14737,MENINA ANJO,V26,Verão 2026,3,3
14737,VALENT,I26,Inverno 2026,4,4
14757,KIKI,I25,Inverno 2025,1,18
14757,KIKI,I26,Inverno 2026,4,3359
14757,KIKI,V26,Verão 2026,3,7463
14757,KIKI,V27,Verão 2027,6,10638
14757,MENINA ANJO,I26,Inverno 2026,4,4568
14757,MENINA ANJO,V27,Verão 2027,6,5638
14775,KIKI,V26,Verão 2026,3,6275
14775,VALENT,V26,Verão 2026,3,2788
14794,KIKI,I25,Inverno 2025,1,5171
14794,KIKI,T25,Tropical 2025,2,8841
14794,KIKI,T26,Tropical 2026,5,6190
14794,KIKI,V26,Verão 2026,3,24179
14794,KIKI,V27,Verão 2027,6,8
14794,VALENT,I26,Inverno 2026,4,779044
14794,VALENT,V26,Verão 2026,3,3965
14796,KIKI,I25,Inverno 2025,1,12365
14796,KIKI,I26,Inverno 2026,4,1053933
14796,MENINA ANJO,I26,Inverno 2026,4,18081
14808,KIKI,I25,Inverno 2025,1,12476
14808,KIKI,I26,Inverno 2026,4,530455
14808,KIKI,V26,Verão 2026,3,4198
14809,KIKI,I25,Inverno 2025,1,10395
14809,KIKI,I26,Inverno 2026,4,532860
14809,KIKI,V26,Verão 2026,3,6311
14810,KIKI,I25,Inverno 2025,1,10818
14810,KIKI,I26,Inverno 2026,4,529555
14810,KIKI,V26,Verão 2026,3,3614
14810,MENINA ANJO,V26,Verão 2026,3,10228
14816,KIKI,V26,Verão 2026,3,29110
14822,KIKI,I25,Inverno 2025,1,7423
14822,KIKI,I26,Inverno 2026,4,525149
14822,KIKI,V26,Verão 2026,3,2113
14837,KIKI,I25,Inverno 2025,1,90137
14837,KIKI,V26,Verão 2026,3,61609
14837,MENINA ANJO,I25,Inverno 2025,1,29135
14837,MENINA ANJO,V26,Verão 2026,3,6822
14837,VALENT,V26,Verão 2026,3,3956
14838,KIKI,V26,Verão 2026,3,42880
14838,KIKI,V27,Verão 2027,6,68717
14838,MENINA ANJO,V27,Verão 2027,6,10112
14838,VALENT,V27,Verão 2027,6,7135
14856,KIKI,I26,Inverno 2026,4,690666
14856,KIKI,T26,Tropical 2026,5,27568
14856,KIKI,V26,Verão 2026,3,127923
14856,MENINA ANJO,I26,Inverno 2026,4,586444
14861,KIKI,I25,Inverno 2025,1,25088
14861,KIKI,I26,Inverno 2026,4,407493
14861,KIKI,V26,Verão 2026,3,11817
14861,MENINA ANJO,I25,Inverno 2025,1,13547
14861,MENINA ANJO,I26,Inverno 2026,4,10844
14861,VALENT,I26,Inverno 2026,4,936251
14861,VALENT,V26,Verão 2026,3,1496
14865,KIKI,I25,Inverno 2025,1,22822
14865,KIKI,V26,Verão 2026,3,7
14865,MENINA ANJO,I25,Inverno 2025,1,12730
14865,MENINA ANJO,I26,Inverno 2026,4,260480
14867,KIKI,I25,Inverno 2025,1,46941
14867,KIKI,I26,Inverno 2026,4,3578
14867,KIKI,T25,Tropical 2025,2,7626
14867,KIKI,V26,Verão 2026,3,6221
14867,KIKI,V27,Verão 2027,6,9887
14867,MENINA ANJO,I25,Inverno 2025,1,22635
14867,MENINA ANJO,V26,Verão 2026,3,8
14867,MENINA ANJO,V27,Verão 2027,6,2684
14873,KIKI,I26,Inverno 2026,4,8341
14873,KIKI,T25,Tropical 2025,2,2
14873,KIKI,T26,Tropical 2026,5,10840
14873,KIKI,V26,Verão 2026,3,35039
14873,MENINA ANJO,V26,Verão 2026,3,10215
14880,KIKI,I25,Inverno 2025,1,3
14880,KIKI,I26,Inverno 2026,4,81754
14880,KIKI,T25,Tropical 2025,2,3
14880,KIKI,T26,Tropical 2026,5,29087
14880,KIKI,V26,Verão 2026,3,169094
14880,MENINA ANJO,I25,Inverno 2025,1,8
14880,MENINA ANJO,I26,Inverno 2026,4,18824
14880,MENINA ANJO,T26,Tropical 2026,5,10398
14880,MENINA ANJO,V26,Verão 2026,3,26617
14883,KIKI,I25,Inverno 2025,1,4
14883,KIKI,I26,Inverno 2026,4,5400
14883,MENINA ANJO,I26,Inverno 2026,4,10917
14883,VALENT,I26,Inverno 2026,4,1078500
14885,KIKI,V26,Verão 2026,3,80255
14886,KIKI,I25,Inverno 2025,1,8722
14886,KIKI,I26,Inverno 2026,4,6379
14886,KIKI,T25,Tropical 2025,2,7700
14886,KIKI,V26,Verão 2026,3,13774
14886,MENINA ANJO,I25,Inverno 2025,1,5112
14886,MENINA ANJO,V26,Verão 2026,3,12634
14886,VALENT,I26,Inverno 2026,4,2045
14888,KIKI,I26,Inverno 2026,4,5004
14888,KIKI,V26,Verão 2026,3,4365
14888,MENINA ANJO,I26,Inverno 2026,4,18045
14888,MENINA ANJO,T26,Tropical 2026,5,2527
14888,VALENT,I26,Inverno 2026,4,568323
14889,KIKI,I26,Inverno 2026,4,3
14896,KIKI,I25,Inverno 2025,1,18550
14896,KIKI,V26,Verão 2026,3,399120
14896,MENINA ANJO,I25,Inverno 2025,1,6021
14898,KIKI,I25,Inverno 2025,1,18942
14898,MENINA ANJO,I25,Inverno 2025,1,19126
14898,MENINA ANJO,T25,Tropical 2025,2,2691
14900,KIKI,V26,Verão 2026,3,1130
14902,KIKI,I25,Inverno 2025,1,10858
14902,MENINA ANJO,I25,Inverno 2025,1,1139
14906,KIKI,I25,Inverno 2025,1,4965
14906,MENINA ANJO,I25,Inverno 2025,1,12226
14908,KIKI,V26,Verão 2026,3,8974
14913,KIKI,V26,Verão 2026,3,6
14913,MENINA ANJO,V26,Verão 2026,3,3402
14918,KIKI,I25,Inverno 2025,1,13179
14918,KIKI,T25,Tropical 2025,2,35786
14918,KIKI,V26,Verão 2026,3,27877
14918,MENINA ANJO,I25,Inverno 2025,1,7536
14918,MENINA ANJO,T25,Tropical 2025,2,4933
14918,MENINA ANJO,V26,Verão 2026,3,11214
14919,KIKI,V26,Verão 2026,3,7294
14919,MENINA ANJO,V26,Verão 2026,3,1960
14919,VALENT,V26,Verão 2026,3,4604
14929,KIKI,I25,Inverno 2025,1,5297
14929,KIKI,V26,Verão 2026,3,143820
14929,KIKI,V27,Verão 2027,6,161680
14929,MENINA ANJO,I25,Inverno 2025,1,1128
14941,KIKI,V26,Verão 2026,3,161509
14941,KIKI,V27,Verão 2027,6,166099
14941,MENINA ANJO,V26,Verão 2026,3,28959
14941,MENINA ANJO,V27,Verão 2027,6,70582
14941,VALENT,V27,Verão 2027,6,9735
14942,KIKI,V26,Verão 2026,3,80967
14942,MENINA ANJO,V26,Verão 2026,3,21707
14942,VALENT,V26,Verão 2026,3,58623
14942,VALENT,V27,Verão 2027,6,75004
14946,KIKI,T26,Tropical 2026,5,6424
14946,KIKI,V26,Verão 2026,3,103178
14946,MENINA ANJO,V26,Verão 2026,3,31007
14946,VALENT,T26,Tropical 2026,5,5121
14946,VALENT,V26,Verão 2026,3,18241
14948,KIKI,I26,Inverno 2026,4,522600
14948,KIKI,V26,Verão 2026,3,11963
14948,MENINA ANJO,I25,Inverno 2025,1,1196
14948,MENINA ANJO,V26,Verão 2026,3,6767
14948,VALENT,V26,Verão 2026,3,4599
14958,KIKI,I25,Inverno 2025,1,24347
14958,KIKI,T25,Tropical 2025,2,1537
14958,KIKI,V26,Verão 2026,3,29512
14958,MENINA ANJO,V26,Verão 2026,3,4806
14964,KIKI,V26,Verão 2026,3,39745
14969,KIKI,I25,Inverno 2025,1,2855
14976,KIKI,I25,Inverno 2025,1,10037
14976,MENINA ANJO,V26,Verão 2026,3,4
14977,KIKI,I25,Inverno 2025,1,6172
14977,KIKI,V26,Verão 2026,3,2090
14977,KIKI,V27,Verão 2027,6,11900
14977,MENINA ANJO,I25,Inverno 2025,1,2801
14977,MENINA ANJO,V26,Verão 2026,3,7724
14977,MENINA ANJO,V27,Verão 2027,6,1438
14978,KIKI,V26,Verão 2026,3,107655
14978,MENINA ANJO,V26,Verão 2026,3,54467
14982,KIKI,V26,Verão 2026,3,41360
14982,MENINA ANJO,V26,Verão 2026,3,13
14982,VALENT,V26,Verão 2026,3,1033
14983,KIKI,I25,Inverno 2025,1,41638
14983,KIKI,I26,Inverno 2026,4,8496
14983,KIKI,T25,Tropical 2025,2,2256
14983,KIKI,V26,Verão 2026,3,12863
14983,KIKI,V27,Verão 2027,6,20810
14983,MENINA ANJO,I25,Inverno 2025,1,10969
14983,MENINA ANJO,I26,Inverno 2026,4,2846
14983,MENINA ANJO,V26,Verão 2026,3,13129
14983,MENINA ANJO,V27,Verão 2027,6,13687
14983,VALENT,I26,Inverno 2026,4,387675
14983,VALENT,V27,Verão 2027,6,7418
14987,KIKI,I26,Inverno 2026,4,611483
14987,KIKI,V26,Verão 2026,3,50003
14987,MENINA ANJO,V26,Verão 2026,3,6435
14989,KIKI,V26,Verão 2026,3,31627
14989,VALENT,V26,Verão 2026,3,1309612
14997,KIKI,I25,Inverno 2025,1,2875
14997,KIKI,V26,Verão 2026,3,748
14997,KIKI,V27,Verão 2027,6,338585
14997,MENINA ANJO,I25,Inverno 2025,1,1774
14997,MENINA ANJO,V26,Verão 2026,3,5754
14997,VALENT,V27,Verão 2027,6,35632
15007,KIKI,I25,Inverno 2025,1,4087
15007,KIKI,I26,Inverno 2026,4,8468
15007,KIKI,V26,Verão 2026,3,24280
15009,KIKI,V26,Verão 2026,3,14924
15009,KIKI,V27,Verão 2027,6,466943
15009,VALENT,V26,Verão 2026,3,12647
15009,VALENT,V27,Verão 2027,6,32114
15012,KIKI,I25,Inverno 2025,1,18811
15012,KIKI,I26,Inverno 2026,4,19801
15012,KIKI,T25,Tropical 2025,2,1775
15012,KIKI,T26,Tropical 2026,5,2929
15012,KIKI,V26,Verão 2026,3,5852
15012,MENINA ANJO,I25,Inverno 2025,1,3049
15012,MENINA ANJO,I26,Inverno 2026,4,9993
15012,MENINA ANJO,T26,Tropical 2026,5,3027
15012,MENINA ANJO,V26,Verão 2026,3,6424
15018,KIKI,V26,Verão 2026,3,6739
15018,MENINA ANJO,V26,Verão 2026,3,2335
15018,VALENT,V26,Verão 2026,3,806
15019,KIKI,I25,Inverno 2025,1,6941
15019,KIKI,I26,Inverno 2026,4,7868
15019,KIKI,T25,Tropical 2025,2,3574
15019,KIKI,T26,Tropical 2026,5,1924
15019,KIKI,V26,Verão 2026,3,76712
15019,KIKI,V27,Verão 2027,6,305282
15019,VALENT,T26,Tropical 2026,5,2338
15019,VALENT,V26,Verão 2026,3,39913
15019,VALENT,V27,Verão 2027,6,7978
15030,KIKI,I25,Inverno 2025,1,1297
15030,MENINA ANJO,V26,Verão 2026,3,2900
15040,MENINA ANJO,V26,Verão 2026,3,5139
15042,KIKI,I25,Inverno 2025,1,7135
15042,KIKI,I26,Inverno 2026,4,7342
15042,KIKI,V26,Verão 2026,3,8127
15042,MENINA ANJO,I25,Inverno 2025,1,11079
15042,MENINA ANJO,T25,Tropical 2025,2,6217
15042,VALENT,V26,Verão 2026,3,2405
15044,KIKI,I25,Inverno 2025,1,2068
15049,KIKI,V26,Verão 2026,3,2580
15049,KIKI,V27,Verão 2027,6,179316
15053,KIKI,I26,Inverno 2026,4,8567
15053,KIKI,V26,Verão 2026,3,112695
15053,MENINA ANJO,V26,Verão 2026,3,51162
15053,VALENT,V26,Verão 2026,3,60719
15063,KIKI,V26,Verão 2026,3,6030
15063,MENINA ANJO,I26,Inverno 2026,4,5560
15066,KIKI,I26,Inverno 2026,4,802
15066,KIKI,T26,Tropical 2026,5,4000
15066,KIKI,V26,Verão 2026,3,28732
15066,KIKI,V27,Verão 2027,6,33320
15066,MENINA ANJO,V26,Verão 2026,3,2945
15066,MENINA ANJO,V27,Verão 2027,6,536856
15076,KIKI,I25,Inverno 2025,1,12753
15076,KIKI,T25,Tropical 2025,2,1775
15079,KIKI,I26,Inverno 2026,4,8397
15079,KIKI,V26,Verão 2026,3,95227
15079,KIKI,V27,Verão 2027,6,19346
15079,MENINA ANJO,I26,Inverno 2026,4,14816
15079,MENINA ANJO,V26,Verão 2026,3,23113
15079,MENINA ANJO,V27,Verão 2027,6,10402
15079,VALENT,I26,Inverno 2026,4,1431525
15079,VALENT,V26,Verão 2026,3,608532
15079,VALENT,V27,Verão 2027,6,8008
15081,KIKI,I25,Inverno 2025,1,14
15081,KIKI,V26,Verão 2026,3,25
15081,KIKI,V27,Verão 2027,6,12412
15081,VALENT,V26,Verão 2026,3,13
15081,VALENT,V27,Verão 2027,6,12
15087,KIKI,I25,Inverno 2025,1,43918
15087,KIKI,T25,Tropical 2025,2,9099
15087,KIKI,V26,Verão 2026,3,58691
15087,MENINA ANJO,V26,Verão 2026,3,29609
15091,KIKI,I25,Inverno 2025,1,25590
15091,MENINA ANJO,I25,Inverno 2025,1,9813
15109,MENINA ANJO,V26,Verão 2026,3,4874
15115,KIKI,V26,Verão 2026,3,54750
15115,KIKI,V27,Verão 2027,6,10243
15115,MENINA ANJO,V26,Verão 2026,3,12526
15115,VALENT,V26,Verão 2026,3,25410
15123,KIKI,V26,Verão 2026,3,60748
15123,MENINA ANJO,V26,Verão 2026,3,20421
15123,VALENT,V26,Verão 2026,3,6932
15155,KIKI,V26,Verão 2026,3,100539
15155,KIKI,V27,Verão 2027,6,1115925
15155,MENINA ANJO,V26,Verão 2026,3,40374
15155,MENINA ANJO,V27,Verão 2027,6,45818
15198,KIKI,V26,Verão 2026,3,19330
15198,MENINA ANJO,V26,Verão 2026,3,4807
15198,VALENT,V26,Verão 2026,3,1521
15200,KIKI,T25,Tropical 2025,2,2
15207,KIKI,V26,Verão 2026,3,27356
15207,VALENT,T26,Tropical 2026,5,3087
15213,KIKI,I25,Inverno 2025,1,15687
15213,KIKI,I26,Inverno 2026,4,11657
15213,KIKI,T26,Tropical 2026,5,1285
15213,KIKI,V26,Verão 2026,3,8235
15213,KIKI,V27,Verão 2027,6,16033
15213,MENINA ANJO,I26,Inverno 2026,4,8440
15213,MENINA ANJO,T26,Tropical 2026,5,2527
15213,MENINA ANJO,V26,Verão 2026,3,17953
15213,VALENT,I26,Inverno 2026,4,4860
15213,VALENT,V27,Verão 2027,6,1717
15232,KIKI,V26,Verão 2026,3,1900
15232,MENINA ANJO,V26,Verão 2026,3,5458
15232,VALENT,V26,Verão 2026,3,4568
15234,KIKI,I25,Inverno 2025,1,2063
15234,KIKI,I26,Inverno 2026,4,1501
15234,KIKI,V26,Verão 2026,3,6002
15234,MENINA ANJO,V26,Verão 2026,3,8332
15234,VALENT,V26,Verão 2026,3,7962
15244,KIKI,I25,Inverno 2025,1,7918
15244,KIKI,I26,Inverno 2026,4,12554
15244,KIKI,V26,Verão 2026,3,8340
15244,KIKI,V27,Verão 2027,6,74911
15244,MENINA ANJO,I25,Inverno 2025,1,6670
15244,MENINA ANJO,V26,Verão 2026,3,17790
15244,MENINA ANJO,V27,Verão 2027,6,12594
15244,VALENT,I26,Inverno 2026,4,1605900
15244,VALENT,V26,Verão 2026,3,24695
15244,VALENT,V27,Verão 2027,6,22528
15246,KIKI,T25,Tropical 2025,2,8744
15246,KIKI,T26,Tropical 2026,5,4934
15246,KIKI,V26,Verão 2026,3,11794
15246,MENINA ANJO,V26,Verão 2026,3,2536
15249,KIKI,I25,Inverno 2025,1,8599
15249,KIKI,I26,Inverno 2026,4,3
15249,KIKI,V26,Verão 2026,3,513280
15249,KIKI,V27,Verão 2027,6,744967
15255,KIKI,V26,Verão 2026,3,96582
15255,MENINA ANJO,V26,Verão 2026,3,11414
15257,KIKI,V26,Verão 2026,3,6900
15259,KIKI,I25,Inverno 2025,1,91368
15259,KIKI,V27,Verão 2027,6,11275
15259,MENINA ANJO,I25,Inverno 2025,1,30888
15259,MENINA ANJO,I26,Inverno 2026,4,6532
15259,MENINA ANJO,V26,Verão 2026,3,8637
15259,MENINA ANJO,V27,Verão 2027,6,27522
15259,VALENT,V27,Verão 2027,6,7011
15260,KIKI,V26,Verão 2026,3,11841
15260,KIKI,V27,Verão 2027,6,37768
15260,MENINA ANJO,V26,Verão 2026,3,4250
15260,MENINA ANJO,V27,Verão 2027,6,2610
15260,VALENT,V26,Verão 2026,3,2654
15260,VALENT,V27,Verão 2027,6,13220
15263,KIKI,I25,Inverno 2025,1,5697
15263,KIKI,V26,Verão 2026,3,10179
15263,MENINA ANJO,I25,Inverno 2025,1,3589
15263,MENINA ANJO,V26,Verão 2026,3,1955
15264,KIKI,I25,Inverno 2025,1,32003
15264,KIKI,I26,Inverno 2026,4,2653
15264,KIKI,V26,Verão 2026,3,25639
15264,MENINA ANJO,I25,Inverno 2025,1,9846
15264,MENINA ANJO,I26,Inverno 2026,4,2684
15264,MENINA ANJO,V26,Verão 2026,3,5198
15264,VALENT,I26,Inverno 2026,4,561600
15265,KIKI,I25,Inverno 2025,1,7828
15265,KIKI,I26,Inverno 2026,4,522600
15265,KIKI,V26,Verão 2026,3,10179
15265,MENINA ANJO,I25,Inverno 2025,1,3589
15265,MENINA ANJO,V26,Verão 2026,3,1955
15266,KIKI,I25,Inverno 2025,1,5697
15266,KIKI,I26,Inverno 2026,4,31552
15266,KIKI,V26,Verão 2026,3,24273
15266,MENINA ANJO,I25,Inverno 2025,1,3589
15266,MENINA ANJO,V26,Verão 2026,3,7378
15266,VALENT,I26,Inverno 2026,4,4914
15270,KIKI,I26,Inverno 2026,4,1034
15270,MENINA ANJO,I26,Inverno 2026,4,8674
15271,KIKI,I26,Inverno 2026,4,12552
15274,KIKI,I25,Inverno 2025,1,1754
15274,KIKI,V26,Verão 2026,3,384960
15284,KIKI,I26,Inverno 2026,4,33735
15284,MENINA ANJO,I26,Inverno 2026,4,4969
15285,KIKI,I25,Inverno 2025,1,14296
15285,KIKI,V26,Verão 2026,3,3776
15287,KIKI,I25,Inverno 2025,1,4276
15288,KIKI,V26,Verão 2026,3,9056
15288,MENINA ANJO,V26,Verão 2026,3,8066
15290,KIKI,I25,Inverno 2025,1,6572
15290,KIKI,V26,Verão 2026,3,42442
15302,KIKI,V26,Verão 2026,3,8604
15315,KIKI,I25,Inverno 2025,1,2131
15315,KIKI,I26,Inverno 2026,4,2653
15315,KIKI,V26,Verão 2026,3,25377
15315,KIKI,V27,Verão 2027,6,3621
15315,MENINA ANJO,V26,Verão 2026,3,9976
15315,MENINA ANJO,V27,Verão 2027,6,531900
15315,VALENT,I26,Inverno 2026,4,1556
15316,KIKI,I26,Inverno 2026,4,341
15316,MENINA ANJO,I25,Inverno 2025,1,7643
15319,KIKI,I25,Inverno 2025,1,11264
15319,KIKI,I26,Inverno 2026,4,14938
15319,KIKI,V26,Verão 2026,3,7441
15319,KIKI,V27,Verão 2027,6,16182
15319,MENINA ANJO,I25,Inverno 2025,1,3207
15319,MENINA ANJO,I26,Inverno 2026,4,11912
15319,MENINA ANJO,V27,Verão 2027,6,682470
15319,VALENT,V27,Verão 2027,6,1717
15324,KIKI,I25,Inverno 2025,1,43051
15324,KIKI,I26,Inverno 2026,4,8838
15324,KIKI,V26,Verão 2026,3,7240
15324,MENINA ANJO,I26,Inverno 2026,4,5738
15332,KIKI,I26,Inverno 2026,4,1501
15332,KIKI,V26,Verão 2026,3,6104
15332,KIKI,V27,Verão 2027,6,2036
15332,MENINA ANJO,I26,Inverno 2026,4,11529
15332,MENINA ANJO,V26,Verão 2026,3,16906
15332,MENINA ANJO,V27,Verão 2027,6,11704
15332,VALENT,I26,Inverno 2026,4,614100
15332,VALENT,V27,Verão 2027,6,2050
15333,MENINA ANJO,I25,Inverno 2025,1,8810
15335,KIKI,I26,Inverno 2026,4,537747
15335,KIKI,V26,Verão 2026,3,5270
15335,KIKI,V27,Verão 2027,6,542467
15335,MENINA ANJO,V26,Verão 2026,3,2486
15341,KIKI,I25,Inverno 2025,1,3964
15341,KIKI,I26,Inverno 2026,4,3739
15341,KIKI,T26,Tropical 2026,5,3161
15341,KIKI,V26,Verão 2026,3,3528
15341,KIKI,V27,Verão 2027,6,19514
15341,VALENT,V26,Verão 2026,3,4944
15368,KIKI,I26,Inverno 2026,4,55180
15368,KIKI,V26,Verão 2026,3,331793
15368,MENINA ANJO,I26,Inverno 2026,4,48792
15368,MENINA ANJO,V26,Verão 2026,3,9783
15368,VALENT,V26,Verão 2026,3,45897
15374,KIKI,V26,Verão 2026,3,16307
15374,MENINA ANJO,V26,Verão 2026,3,11510
15374,VALENT,V26,Verão 2026,3,9624
15378,KIKI,I25,Inverno 2025,1,79563
15378,KIKI,I26,Inverno 2026,4,534241
15378,KIKI,V26,Verão 2026,3,9702
15378,MENINA ANJO,I25,Inverno 2025,1,22565
15378,VALENT,I26,Inverno 2026,4,11344
15389,KIKI,I25,Inverno 2025,1,5413
15389,KIKI,I26,Inverno 2026,4,5
15389,MENINA ANJO,I25,Inverno 2025,1,1644
15405,KIKI,T25,Tropical 2025,2,8288
15407,KIKI,T25,Tropical 2025,2,3
15414,KIKI,V26,Verão 2026,3,3
15421,MENINA ANJO,I25,Inverno 2025,1,490
15423,KIKI,I25,Inverno 2025,1,5
15423,KIKI,V26,Verão 2026,3,5
15423,VALENT,V26,Verão 2026,3,3
15449,MENINA ANJO,I26,Inverno 2026,4,520960
15454,KIKI,V26,Verão 2026,3,5
15454,KIKI,V27,Verão 2027,6,1003760
15465,KIKI,I26,Inverno 2026,4,11494
15487,KIKI,I25,Inverno 2025,1,16561
15487,MENINA ANJO,I25,Inverno 2025,1,1992
15533,KIKI,I26,Inverno 2026,4,72518
15533,KIKI,V26,Verão 2026,3,59013
15533,MENINA ANJO,I26,Inverno 2026,4,675178
15533,MENINA ANJO,V26,Verão 2026,3,6027
15533,VALENT,I26,Inverno 2026,4,1145345
15533,VALENT,V26,Verão 2026,3,20475
15535,KIKI,I25,Inverno 2025,1,50827
15535,KIKI,I26,Inverno 2026,4,525275
15535,KIKI,T25,Tropical 2025,2,24065
15535,KIKI,V27,Verão 2027,6,525113
15535,MENINA ANJO,I25,Inverno 2025,1,19417
15535,MENINA ANJO,I26,Inverno 2026,4,4203
15535,MENINA ANJO,T25,Tropical 2025,2,9465
15535,MENINA ANJO,V26,Verão 2026,3,8323
15535,MENINA ANJO,V27,Verão 2027,6,8652
15543,KIKI,I25,Inverno 2025,1,10177
15543,KIKI,I26,Inverno 2026,4,2176
15543,MENINA ANJO,I26,Inverno 2026,4,5679
15543,VALENT,I26,Inverno 2026,4,261539
15551,KIKI,I25,Inverno 2025,1,4694
15551,KIKI,I26,Inverno 2026,4,74866
15551,KIKI,T25,Tropical 2025,2,4086
15551,KIKI,T26,Tropical 2026,5,4846
15551,KIKI,V26,Verão 2026,3,13984
15551,KIKI,V27,Verão 2027,6,2134186
15551,MENINA ANJO,I25,Inverno 2025,1,7180
15551,MENINA ANJO,I26,Inverno 2026,4,844871
15551,MENINA ANJO,V26,Verão 2026,3,7754
15551,MENINA ANJO,V27,Verão 2027,6,48016
15551,VALENT,T26,Tropical 2026,5,4767
15551,VALENT,V26,Verão 2026,3,1235
15551,VALENT,V27,Verão 2027,6,106866
15562,KIKI,I26,Inverno 2026,4,10
15562,KIKI,V26,Verão 2026,3,532165
15562,KIKI,V27,Verão 2027,6,1726413
15562,MENINA ANJO,I25,Inverno 2025,1,15283
15562,MENINA ANJO,I26,Inverno 2026,4,390720
15562,VALENT,V26,Verão 2026,3,3
15566,KIKI,I26,Inverno 2026,4,3224
15566,KIKI,V26,Verão 2026,3,9340
15566,KIKI,V27,Verão 2027,6,4821546
15566,MENINA ANJO,I26,Inverno 2026,4,9680
15566,MENINA ANJO,V27,Verão 2027,6,11897
15566,VALENT,V26,Verão 2026,3,741565
15566,VALENT,V27,Verão 2027,6,3303
15575,KIKI,I26,Inverno 2026,4,2225
15575,KIKI,V26,Verão 2026,3,26989
15575,MENINA ANJO,V26,Verão 2026,3,2936
15585,KIKI,I25,Inverno 2025,1,18634
15585,MENINA ANJO,I25,Inverno 2025,1,2307
15606,KIKI,I25,Inverno 2025,1,22151
15606,KIKI,I26,Inverno 2026,4,49961
15606,KIKI,V26,Verão 2026,3,5606
15606,KIKI,V27,Verão 2027,6,536988
15606,MENINA ANJO,I25,Inverno 2025,1,2689
15606,MENINA ANJO,I26,Inverno 2026,4,8
15606,MENINA ANJO,V26,Verão 2026,3,8
15606,VALENT,V27,Verão 2027,6,7582
15613,KIKI,I25,Inverno 2025,1,9749
15613,KIKI,I26,Inverno 2026,4,14
15660,KIKI,V26,Verão 2026,3,61656
15665,KIKI,I25,Inverno 2025,1,5717
15665,KIKI,I26,Inverno 2026,4,7286
15665,KIKI,V27,Verão 2027,6,159038
15665,MENINA ANJO,I26,Inverno 2026,4,7670
15665,MENINA ANJO,V27,Verão 2027,6,1964
15665,VALENT,V26,Verão 2026,3,1388
15665,VALENT,V27,Verão 2027,6,12177
15666,KIKI,V27,Verão 2027,6,9146
15666,MENINA ANJO,V27,Verão 2027,6,257700
15666,VALENT,V27,Verão 2027,6,6344
15667,KIKI,I26,Inverno 2026,4,527104
15667,KIKI,V26,Verão 2026,3,1415
15677,KIKI,V27,Verão 2027,6,834421
15682,KIKI,V26,Verão 2026,3,29562
15682,MENINA ANJO,V26,Verão 2026,3,8248
15682,VALENT,V26,Verão 2026,3,8831
15688,KIKI,I25,Inverno 2025,1,19287
15688,KIKI,I26,Inverno 2026,4,2176
15688,KIKI,V26,Verão 2026,3,6532
15688,VALENT,I26,Inverno 2026,4,1081414
15688,VALENT,V26,Verão 2026,3,7396
15690,KIKI,V26,Verão 2026,3,6580
